input_text,generated_text,label,rouge-1,rouge-2,rouge-l
"#Person1# : 실례합니다만, 제 생각에는 잘못된 방향으로 가신 것 같습니다.윌슨 대로에서 왼쪽으로 돌아야 했습니다.
#Person2# : 아, 죄송합니다. #Address# 이라고 하지 않았나요?
#Person1# : 아니요, #Address# 입니다. 하지만 괜찮습니다. 저는 여기서 걸어갈 수 있으니까요.
#Person2# : 그럼 저기서 U턴을 해보면 어떨까요? 일방통행인데, 앞에 표시판을 보세요. 여기서 왼쪽으로 돌면 다음 거리로 내려갈 수 있을 것 같아요.
#Person1# : 정말로 바쁜 시간에는 그렇게 할 수 없지만, 크게 문제는 되지 않을 것 같아요. 때때로 택시를 기다리는데 30분이 걸리기도 하니까, 이 정도로 가까이 왔으니 만족합니다.
#Person2# : 30분이라니! 저는 하루 종일 승객을 찾아다녔습니다.                                                                                                                                                                                                                                                                                                                                                                               ",<usr>#Address# 은 잘못된 방향으로 운전하고 있다. #CarNumber# 는 #Address# 에게 U턴을 제안한다. #Person7# 는 이것이 큰 문제가 되지 않을 것이라고 생각한다.</s>               ,"#Person2# 가 잘못된 방향으로 운전하자 #Person1# 은 여기서 걸어가기로 결정합니다. #Person2# 가 U턴을 제안하지만, #Person1# 은 교통 체증 때문에 거절합니다.4</s>                                                                                                                                    ",0.24271319686067264,0.06557546584075087,0.24271319686067264
"#Person1# : 여기 F. O. B. 기준의 가격표가 있습니다. 가격은 계약금 없이 제공됩니다.
#Person2# : 좋습니다, 실례할게요, 지금 바로 가격표를 살펴보겠습니다.
#Person1# : 천천히 보세요.
#Person2# : 한눈에 봐도 가격이 너무 높습니다.
#Person1# : 그렇게 말씀하시다니 놀랍네요. 최근 몇 년 동안 생산 비용이 급등했다는 것을 알고 계시잖아요.
#Person2# : 저희는 다른 업체와 비슷한 수준의 가격을 요구할 뿐입니다. 그게 합리적이지 않나요?
#Person1# : 사업을 진행하기 위해, 가격을 어느 정도 양보하는 것도 고려할 수 있습니다. 하지만 먼저 주문하시고자 하는 수량에 대해 알려주셔야 그에 따라 저희가 가격을 조정할 수 있습니다.
#Person2# : 주문 규모는 가격에 따라 달라집니다. 먼저 그 문제를 해결합시다.
#Person1# : 말씀드렸듯이, 주문 규모가 충분히 크다면, 저희는 가격을 2퍼센트 낮출 준비가 되어 있습니다.
#Person2# : 제가 가격이 너무 높다고 말할 때는, 그것은 단지 2 또는 3퍼센트 높다는 것을 의미하는 것이 아닙니다.
#Person1# : 그럼 얼마나 높다는 건가요? 대략적으로 일려 주실 수 있나요?
#Person2# : 이 사업을 마무리하기 위해서는, 적어도 10퍼센트의 인하가 도움이 될 것이라고 말할 수 있습니다.
#Person1# : 불가능합니다. 어떻게 그 정도까지의 가격 인하를 기대하실 수 있나요?
#Person2# : 화학 비료 시장에 대해 저만큼이나 잘 알고 계실 것입니다. 현재 공급이 수요를 초과하고 있으며, 이 상황이 앞으로도 오랫동안 지속될 가능성이 높다는 것을 지적할 필요는 없을 것 같습니다. 본사에 전화해서 그들의 의견을 들어보는 것이 어떨까요?
#Person1# : 그럼, 그렇게 하겠습니다.                                                                                                                                                                                                                        ",<usr>#CarNumber# 는 #Address# 에게 F. O. B. 기준의 가격표에 대해 설명합니다. 그 후 #Person7# 는 가격을 2퍼센트 낮추는 것을 제안합니다.</s>           ,"#Person2# 는 #Person1# 이 제시한 가격이 너무 높다고 생각하고, #Person1# 은 가격에서 어느 정도 양보를 고려하고 있습니다. #Person1# 은 가격을 2퍼센트 낮추는 것을 제안하지만, #Person2# 는 적어도 10퍼센트 인하를 원합니다. #Person1# 은 타협할 의사가 없고, #Person2# 는 #Person1# 에게 본사에 전화홰 보는 것을 제안합니다. #Person1# 은 동의합니다.</s>                                                                                           ",0.24271319686067264,0.06557546584075087,0.24271319686067264
"#Person1# : 제 관심사는 특히 희귀한 우표 수집이에요. 당신은요?
#Person2# : 미안하지만 그건 제 취향이 아니에요. 저는 스킨다이빙이 매력적으로 느껴져요.
#Person1# : 그럼 당신은 우리 동네의 우표 전시회에 가본 적이 있나요?                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ",<usr>#Address# 은 #CarNumber# 의 관심사는 희귀한 우표 수집입니다.</s>                               ,"#Person1# 은 우표 수집을 좋아하고, #Person2# 는 스킨다이빙을 좋아한다.</s>                                                                                                                                                    ",0.24271319686067264,0.06557546584075087,0.24271319686067264
"#Person1# : 메뉴를 보시는 동안 음료 주문을 받아도 될까요?
#Person2# : 네, 와인 리스트가 있나요?
#Person1# : 와인 리스트는 메뉴의 두 번째 페이지에 있습니다.
#Person2# : 이 레스토랑에서는 칵테일도 있나요?
#Person1# : 네, 여기 바에는 모든 게 있습니다.
#Person2# : 제가 뭘 원하는지 잘 모르겠어요. 하우스 스페셜이 있나요?
#Person1# : 사실, 저희는 쿠에르보 골드 마가리타로 유명합니다.
#Person2# : 그게 좋겠네요! 그거 하나 주세요.
#Person1# : 음료를 블렌디드로 드실건가요, 아니면 온 더 록스로 드실건가요?
#Person2# : 블렌디드로 주세요.
#Person1# : 소금을 뿌려 드릴까요, 아니면 소금 없이 드릴까요?
#Person2# : 마가리타는 소금 없이 주세요, 감사합니다.                                                                                                                                                                                                                                                                                                                                                                 ",<usr>#CarNumber# 는 #Address# 의 도움으로 쿠에르보 골드 마가리타를 블렌디드로 주문합니다.</s>                       ,#Person2# 는 #Person1# 의 도움으로 하우스 스페셜인 블렌디드 마가리타를 소금 없이 주문했습니다.</s>                                                                                                                                             ,0.24271319686067264,0.06557546584075087,0.24271319686067264
"#Person1# : 샐리, 린다의 생일 선물로 뭘 사야 할지 모르겠어.
#Person2# : 나도 그래. 오늘 오후에 나랑 같이 쇼핑 갈래, 마이크?
#Person1# : 그래, 좋아. 그럼 나도 린다 선물을 고를 수 있겠네.
#Person2# : 뭘 좋아할지 생각해봐야겠어. 린다는 취미가 뭐야?
#Person1# : 음악 감상, 독서, 테니스를 좋아해.
#Person2# : 우리 그럼 CD나 책을 선물할 수 있겠다. 테니스 라켓이나 테니스화도 괜찮을 것 같아.
#Person1# : 좋아, 그럼 먼저 서점에 갔다가 백화점에 가자.
#Person2# : 좋았어.                                                                                                                                                                                                                                                                                                                                                                                                    ",<usr> 마이크는 샐리에게 린다의 생일 선물로 CD나 책을 사달라고 제안한다. #Address# 은 먼저 서점에 가서 백화점에 가기로 결정한다.</s>             ,마이크와 샐리가 린다에게 줄 선물을 고르기 위해 함께 쇼핑 갈 예정입니다. 그들은 린다의 취향에 대해 이야기합니다.</s>                                                                                                                                         ,0.24271319686067264,0.06557546584075087,0.24271319686067264
"#Person1# : 새로 생긴 헬스장에 가봤어? 정말 좋아.
#Person2# : 나도 같은 말을 하려고 했어. 어제 오후에 거기에 갔었는데, 정말 인상적이었어.
#Person1# : 그 웨이트 룸의 장비들, 상당한 비쌀 거라고 생각해.
#Person2# : 내 말이 그 말이야. 내가 예전에 상업용 피트니스 시설에 가입했었는데, 거기에는 그런 가격의 장비들이 절반도 안 됐었어.
#Person1# : 작년에 수수료가 올라갔을 땐 정말 화가 났었는데, 시설을 보니 돈이 잘 쓰였단 걸 인정해야겠어.
#Person2# : 나도 동의해.
#Person1# : 오, 완벽하게 갖춰진 아크로바틱 룸도 있더라.
#Person2# : 오, 정말 재미있겠다. 나는 들어올 때 못 봤어.
#Person1# : 나는 어떻게 사용해야 할지 모를 것들을 많이 봤어.
#Person2# : 야! 원한다면 내가 기본 기술 몇 가지를 보여줄게.
#Person1# : 와, 정말 좋을 것 같아. 먼저 수업에 등록해야 할지 궁금하네.
#Person2# : 좋아! 얼른 다시 몸매 관리를 시작하고 싶어!                                                                                                                                                                                                                                                                                                                     ","<usr>#Address# 과 #CarNumber# 는 새로 생긴 헬스장에 대해 이야기하고 있습니다. #Address# 은 웨이트 룸의 장비들이 비쌀 것이라고 생각하지만, 시설을 보니 돈이 잘 쓰였음을 인정합니다.</s>       ","#Person1# 와 #Person2# 모두 새 헬스장과 장비들에 감탄하며, 먼저 수업에 등록하기로 결정한다.</s>                                                                                                                                                 ",0.24271319686067264,0.06557546584075087,0.24271319686067264
"#Person1# : 와주셔서 감사합니다.
#Person2# : 천만에요. 무슨 문제인가요?
#Person1# : 파이프가 새고 있어요.
#Person2# : 파이프가 정확히 어디에 있나요?
#Person1# : 화장실 벽 뒤에 있어요.
#Person2# : 파이프가 샌 지는 얼마나 되었죠?
#Person1# : 며칠 전부터 새기 시작했어요.
#Person2# : 파이프에 접근하려면 저 벽을 뜯어내야 한다는 것을 알려드려야 해요.
#Person1# : 알고 있어요.
#Person2# : 문제가 되지 않을까요?
#Person1# : 고쳐진다면 문제 없어요.
#Person2# : 알겠습니다, 지금 작업을 시작하겠습니다.                                                                                                                                                                                                                                                                                                                                                                                                                           ",<usr>#CarNumber# 는 #Address# 에게 화장실 벽 뒤에 있는 파이프가 며칠 전부터 새기 시작했다고 말합니다.</s>                         ,#Person2# 가 #Person1# 의 새는 파이프를 고치러 왔습니다. #Person1# 은 벽을 뜯어내는 것이 문제가 되지 않습니다.</s>                                                                                                                                           ,0.24271319686067264,0.06557546584075087,0.24271319686067264
"#Person1# : 정말 대단한 영화였어요! 영화관에서 나오면서 이렇게 기분 좋은 적이 언제였는지 기억이 안 나네요.
#Person2# : 제가 무슨 말인지 알아요. 로버트 레드포드는 제가 가장 좋아하는 배우니까, 제가 좋아할 거라는 건 알고 있었어요.
#Person1# : 그래, 하지만 멋진 것들이 너무 많았어요 - 음악, 조명, 카메라가 계속 움직이는 방식... 저는 이보다 더 흥미로운 영화를 본 적이 없는 것 같아요.
#Person2# : 확실히 생각하게 만드는 영화였어요. 그리고 중간에 나온 한 장면이 꽤 슬펐어요...
#Person1# : 아, 그건 생각나지 않게 해주세요! 그때 내내 울었어요!
#Person2# : 자, 커피랑 파이 좀 사서 계속 얘기하자구요!
#Person1# : 좋은 생각이에요!                                                                                                                                                                                                                                                                                                                                                                                  ",<usr>#CarNumber# 는 로버트 레드포드가 가장 좋아하는 배우이기 때문에 영화를 좋아한다. #Address# 는 영화를 보고 슬퍼한다.</s>                       ,#Person1# 와 #Person2# 는 방금 끝난 영화에 대해 이야기합니다. 둘 다 그것이 놀라우며 흥미롭다고 생각합니다.</s>                                                                                                                                              ,0.24271319686067264,0.06557546584075087,0.24271319686067264
"#Person1# : 안녕하세요. 도와드릴 일이 있나요?
#Person2# : 네, 다행히도. 영어를 하시나요?
#Person1# : 스페인에 여행 오신 건가요?
#Person2# : 네, 저는 뉴욕 출신인데 여기 사람들이 다 영어를 조금은 할 줄 알았어요.
#Person1# : 그렇군요, 무슨 문제가 있나요?
#Person2# : 심한 복통이 있어요. 밤새도록 잠을 못 잤어요. 그리고 지금은 머리도 너무 아파요.
#Person1# : 알겠습니다. 먹은 것 때문에 그런 거 같나요?
#Person2# : 아, 그런 것 같아요. 새우와 생선을 너무 많이 먹었어요. 맛있긴 했지만 제 몸에는 안 맞는 것 같아요.                                                                                                                                                                                                                                                                                                                                                                                                           ",<usr>#CarNumber# 는 #Address# 에게 스페인에서 심한 복통을 겪고 있다고 말합니다. 그 이유는 #CarNumber# 가 너무 많이 먹었기 때문입니다.</s>                   ,"#Person2# 는 스페인을 여행 중이고, #Person2# 는 드디어 영어를 할 줄 아는 사람을 만나 심한 배아픔을 치료받을 수 있었다.</s>                                                                                                                                          ",0.24271319686067264,0.06557546584075087,0.24271319686067264
"#Person1# : 여러분의 제안을 듣기 위해 왔습니다.
#Person2# : 저희가 준비한 제안이 있는데 확인해 보시죠. 상자당 50개의 브로치가 들어있는 10개의 상자, 가격은 20,000 위안; 상자당 50개의 허리띠가 들어있는 20개의 상자, 가격은 30,000 위안; 그 외 장식품이 들어있는 15개의 상자, 가격은 7,500 위안, 6월에 배송 예정입니다. 이 제안은 5일 동안 유효합니다.
#Person1# : 지금 바로 말씀드릴 수 있는 것은 가격이 저희가 예상했던 것보다 조금 높다는 것입니다.
#Person2# : 장식품의 가격이 최근 몇 년 동안 계속 상승하고 있다는 것을 알고 계십니까? 이번에 저희가 제시한 가격은 다른 곳에서 받을 수 있는 견적에 비해 유리합니다.
#Person1# : 그 부분에 대해서는 동의할 수 없습니다. 여러분이 제시한 가격이 다른 회사들로부터 받은 견적보다 높다는 점을 지적하지 않을 수 없습니다.
#Person2# : 하지만 디자인과 품질을 고려해야 합니다. 저희는 디자인과 품질에서 타사보다 뛰어납니다. 다른 회사들이 따라잡지 못하는 다양한 스타일을 가지고 있습니다.
#Person1# : 여러분의 제품이 최고라는 것에는 동의합니다.
#Person2# : 그럼, 주문량이 많으시니까, 대략적으로 말씀해 주시겠어요?
#Person1# : 이 거래를 성사시키려면, 적어도 10%의 가격 인하가 필요하다고 말해야 할 것 같습니다.
#Person2# : 그건 불가능합니다. 5% 할인은 어떠세요?
#Person1# : 좋습니다. 5%의 가격 인하도 괜찮습니다.                                                                                                                                                                                                                                                     ","<usr>#CarNumber# 는 #Address# 에게 장식품의 가격이 예상했던 것보다 조금 높다고 말합니다. #Person7# 는 가격이 다른 회사들로부터 받을 수 있는 견적에 비해 유리하다고 생각하지만, 디자인과 품질을 고려해야 한다고 생각합니다.</s>",#Person2# 는 #Person1# 에게 장식품 가격 제안을 합니다. #Person1# 은 가격이 다른 회사보다 높다고 생각합니다. #Person2# 는 #Person1# 에게 디자인과 품질을 고려하라고 요청합니다. 그들은 5%의 가격 인하에 동의합니다.</s>                                                                                                                        ,0.24271319686067264,0.06557546584075087,0.24271319686067264
